"OC-12 회선, -回線, Optical Carrier level 12 circuit, OC-12 circuit",,"전송 속도 622.080Mbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 12개, 또는 OC-3 회선(155.560Mbps) 4개를 다중화한 고속 회선이다."
"OC-18 회선, -回線, Optical Carrier level 18 circuit, OC-18 circuit",,"전송 속도 933.120Mbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 18개, 또는 OC-3 회선(155.560Mbps) 6개를 다중화한 고속 회선이다."
"OC-192 회선, -回線, Optical Carrier level 192 circuit, OC-192 circuit",,"전송 속도 9.953Gbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 192개, 또는 OC-3 회선(155.560Mbps) 64개를 다중화한 고속 회선이다."
"OC-1 회선, -回線, Optical Carrier level 1 circuit, OC-1 circuit",,"전송 속도 51.840Mbps의 디지털 회선 또는 전용선. OC-1 회선은 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 신호 다중화의 기본이 되는 전송 속도의 회선으로, 북미 디지털 계층의 DS-1 회선(1.544Mbps) 28개, 또는 DS-3 회선(44.736Mbps) 1개를 전송하는 데 사용될 수 있다."
"OC-24 회선, -回線, Optical Carrier level 24 circuit, OC-24 circuit",,"전송 속도 1.244Gbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 24개, 또는 OC-3 회선(155.560Mbps) 8개를 다중화한 고속 회선이다."
"OC-36 회선, -回線, Optical Carrier level 36 circuit, OC-36 circuit",,"전송 속도 1.866Gbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 36개, 또는 OC-3 회선(155.560Mbps) 12개를 다중화한 고속 회선이다."
"OC-3 회선, -回線, Optical Carrier level 3 circuit, OC-3 circuit",,전송 속도 155.520Mbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 3개를 다중화한 회선이다.
"OC-48 회선, -回線, Optical Carrier level 48 circuit, OC-48 circuit",,"전송 속도 2.488Gbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840Mbps) 48개, 또는 OC-3 회선(155.560Mbps) 16개를 다중화한 고속 회선이다."
"OC-9 회선, -回線, Optical Carrier level 9 circuit, OC-9 circuit",,"전송 속도 466.560Mbps의 디지털 회선 또는 전용선. 미국표준협회(ANSI: American National Standard Institute)에서 표준화한 동기식 광통신망(SONET: Synchronous Optical Network) 신호 계층에서 OC-1 회선(51.840 Mbps) 9개, 또는 OC-3 회선(155.560Mbps) 3개를 다중화한 고속 회선이다"
"OCR-A 자형, -字形, OCR-A font",,미국 국내 표준으로 정한 광 문자 인식(OCR)용 문자 자형의 집합(ANSI X3.17-1981)으로 국제 표준화 기구(ISO)에서 국제 표준으로 권고(ISO 1073)한 것. 영숫자 및 20여 종의 특수 기호의 형상과 크기 등이 규정되어 있다.
"OCR-B 자형, -字形, OCR-B font",,유럽 컴퓨터 제조업자 협회(ECMA)에서 표준으로 정한 광 문자 인식(OCR: Optical Character Recognition)용 문자 자형의 집합. 영숫자 및 20여 종의 특수 기호의 형상과 크기 등이 규정되어 있다.
"OCR 원드, Optical Character Recognition wand, OCR wand",,"소형의 광 문자 인식(OCR) 장치로, 판독 헤드를 한 손에 들고 장표와 가격표 등을 주사하여 광학 문자로 인쇄된 데이터를 판독하는 장치. 고정식 OCR 장치에 있는 종이 이송 기구부가 불필요하여 소형화가 가능하고 가격이 저렴하다. 흔히 매장의 판매 시점 관리(POS) 단말기로 이용된다. 핸드 OCR 또는 OCR 핸드 스캐너라고도 한다."
"OCR 원시 자료 입력, -原始資料入力, OCR source data entry",,광 문자 인식(OCR)에 의한 원시 데이터 입력. 사람이 판독할 수 있는 문서를 광학적으로 주사하여 직접 컴퓨터로 읽어 들인다. 혼합 매체 시스템에서는 광 문자 인식(OCR)이 키보드 기억 장치와 함께 붙어 있어서 잘못 읽히거나 OCR에 의해 판독 불능으로 거부된 글자는 키로 입력시킬 수 있다.
"OCR 페이지 리더, OCR page reader",,"서로 다른 크기를 갖는 전달된 문서를 처리할 수 있으며, 릴 형태의 정보를 읽을 수 있는 광 문자 인식(OCR) 장치."
"OFB 모드, Output Feedback, OFB",,"블록 암호를 사용하여, 블록 간의 의존 관계를 갖는 비트열 암호 이용 모드로 블록 암호의 출력 전부를 입력 레지스터 갱신에 사용하는 비트열 암호화 방법. 송신 측에서는 입력 레지스터에 기반을 두고 블록 암호화하여 그 출력의 비트열과 평문 비트열의 배타적 논리합을 취하여 생성한다. 수신 측에서는 송신 측의 암호화 처리와 같은 방법의 역순으로 복호한다."
"OLE 제어 확장, -制御擴張, Object Linking and Embedding Control eXtension, OCX, OLE control extension",,"마이크로소프트 윈도우(Microsoft Windows) 환경에서 이미 만들어진 컴포넌트를 호출해 프로그램에 기능을 추가할 수 있는 기술. 대상 파일 및 프로그램들을 연결해 끼워 넣을 수 있는 객체 연결 매입(OLE) 기능을 제어함으로써 필요한 정보를 얻을 수도 있고, 여러 자원을 다른 프로그램과 공유할 수도 있다.&nbsp;"
"OLE 커스텀 컨트롤, Object Linking and Embedding custom control, OCX, OLE custom control",,"마이크로소프트 윈도우(Microsoft Windows) 환경에서 여러 프로그램의 객체들을 연결하고 내장하도록 제어하는 독립 프로그램 모듈. 객체 연결 매입(OLE) 기반으로 만들어진 것으로, 비주얼 베이식으로 쓰여진 VBX(Visual Basic custom control)보다 나중에 나왔으며, 그 후 액티브엑스 커스텀 컨트롤(ActiveX custom control)로 대체되었으나 호환된다."
"OSF 분산 컴퓨팅 환경, -分散-環境, OSF distributed computing environment, OSF/DCE",,오픈 소프트웨어 재단(OSF)에서 1990년 5월에 발표한 분산 처리 환경을 실현하기 위한 일련의 소프트웨어. 1993년에 공통 개방형 소프트웨어 환경(COSE)에 통합되어 개발되고 있다.
"OSI 7 계층 모델, -階層, Open system Interconnection 7 layer model, OSI reference model, OSI RM",,"국제 표준화 기구(ISO)가 1977년에 정의한 국제 통신 표준 규약. 통신의 접속에서부터 완료하기까지의 과정을 7단계로 구분, 정의한 통신 규약으로 현재 다른 모든 통신 규약의 지침이 되고 있다. 이 7계층의 통신 규약군에 대해 각 계층별로 설명, 정의한 것이 OSI 기본 참조 모델이다. "
"OSI 개발 환경, -開發環境, OSI development environment, OSIDE",,"개방형 시스템 간 상호 접속(OSI) 프로토콜 개발 환경을 제공하는 소프트웨어. OSI 7계층 중 상위 4계층에 관련된 기능들을 제공하고 있다. OSI 개발 환경(OSIDE)이 제공하는 주요 기능으로는 고신뢰 전송 서비스 요소(RTSE), 원격 조작 서비스 요소(ROSE), 공통 통신로 제어 서비스 요소(ACSE)와 rosy, posy, pepy 등 3개의 실행 파일로 구성된 ASN.1 컴파일러가 있다. 또한 표현 계층, 세션 계층, 전송 계층 기능도 제공한다."
"OSI 관리, -管理, OSI management",,"망 내에 분산되어 있는 각종 자원(하드웨어/소프트웨어)에 대한 관리 활동을 개방형 시스템 간 상호 접속(OSI) 표준에서 정한 통신 규약으로 실현하기 위한 국제 규격. OSI 관리에서는 관리를 위해 요구되는 기능을 다음의 5개 영역으로 분류하고 있다. ㉠시스템 내의 관리 대상 생성/소거/기동/정지, 시스템의 현재 상태 감시 등 시스템의 구성 관리. ㉡장애의 검출/보고/진단/회복에 관한 장애 관리. ㉢과금 정보의 파악, 고지서 발행 등 시스템의 회계 관리. ㉣성능 정보의 수집/분석 등 시스템의 성능 관리. ㉤사용자 시스템의 자원에 대한 접속 권한/암호 관리 등 시스템의 기밀 관리."
"OSI 기본 참조 모델, -基本參照-, OSI basic reference model",,"개방형 시스템 간 상호 접속(OSI) 표준의 기본이 되는 참조 모델. ISO/OSI 모델이라고도 한다. OSI의 표준화는 방대한 작업이고 다수의 인원에게 영향을 줄 것이 예상되기 때문에, 병행하여 진행되는 각 표준화 작업과 정합을 위해 OSI의 기본 개념을 기본 참조 모델(ISO/IEC 7497)로 규정하고 있다. 특정 정보 처리 기기, 하드웨어 또는 소프트웨어의 실장에 의존하지 않는 논리적이고 보편적인 망 모델을 7층의 계층화된 모델로 규정하고 있다. 이 7계층을 하위 4층(주로 전송 처리 규정)과 상위 3층(주로 정보 처리 규정)으로 나누고 하위층의 기능을 서브 세트화함으로써 전송 형태에 영향받지 않는 전송 서비스를 상위층에 제공하는 것이 가능하다. OSI의 각 표준 규격은 이 참조 모델에 따라, 계층마다 다른 개방형 시스템의 동위 계층과 데이터를 주고받기 위한 프로토콜의 규격과 바로 위의 계층에 제공하는 기능(서비스 정의)를 규정하고 있다. 이 7계층의 최하위 계층은 하드웨어 연결만을 담당하고 최상위 계층은 응용 프로그램 레벨의 소프트웨어 상호 작용을 담당한다."
"OSI 통신망, -通信網, OSI network, OSINET",,개방형 시스템 간 상호 접속(OSI)을 위한 통신망으로 미국 국립 표준 기술 연구소(NIST)에서 OSI 규약에 근거하여 구축한 망.
"OSI 환경, -環境, OSI Environment, OSIE",,"국제 표준화 기구 ISO(International Organization for Standardization)의 개방형 시스템 간 상호 접속(OSI) 7계층 참조 모델이 정하는 규약에 따라 구축된 컴퓨터 통신망이 및 서비스를 제공 받는 컴퓨터 환경. 개방형 시스템, 응용 엔티티, 논리적 접속 및 물리 매체를 포함한다. OSI 환경(OSIE)에는 개방형 시스템 간의 정보 전송뿐만 아니라, 한 작업을 분담하여 실행하기 위한 상호 동작도 포함한다. OSIE에 반대되는 개방형 시스템 내부에서 본 동작의 범위를 지역 시스템 환경이라 한다."
"O 주파수 대역, -周波數帶域, O-band",,150~225MHz의 주파수대. 영국에서는 27~40GHz의 주파수대를 가리킨다.
"O-표시법, O-標示法, big oh notation",,알고리듬의 시간 복잡도를 수학적으로 표현한 것. 예를 들어 버블 정렬 알고리듬은 O(n2)의 시간 복잡도를 가진다.
